group	strain	isotype	isotype_ref_strain
171	ECA2565	ECA2565	ECA2565
171	ECA2566	ECA2565	ECA2565
171	ECA2567	ECA2565	ECA2565
172	ECA2568	ECA2568	ECA2568
173	ECA2569	ECA2603	ECA2603
173	ECA2574	ECA2603	ECA2603
173	ECA2575	ECA2603	ECA2603
173	ECA2577	ECA2603	ECA2603
173	ECA2578	ECA2603	ECA2603
173	ECA2598	ECA2603	ECA2603
173	ECA2603	ECA2603	ECA2603
173	ECA2650	ECA2603	ECA2603
174	ECA2571	ECA2581	ECA2581
174	ECA2572	ECA2581	ECA2581
174	ECA2573	ECA2581	ECA2581
174	ECA2581	ECA2581	ECA2581
175	ECA2576	ECA2676	ECA2676
175	ECA2676	ECA2676	ECA2676
176	ECA2583	ECA2583	ECA2583
177	ECA2584	ECA2584	ECA2584
177	ECA2586	ECA2584	ECA2584
177	ECA2596	ECA2584	ECA2584
177	ECA2597	ECA2584	ECA2584
178	ECA2589	ECA2594	ECA2594
178	ECA2591	ECA2594	ECA2594
178	ECA2592	ECA2594	ECA2594
178	ECA2594	ECA2594	ECA2594
178	ECA2606	ECA2594	ECA2594
178	ECA2652	ECA2594	ECA2594
179	ECA259	PB306	ECA259
180	ECA2590	ECA2595	ECA2595
180	ECA2593	ECA2595	ECA2595
180	ECA2595	ECA2595	ECA2595
180	ECA2605	ECA2595	ECA2595
180	ECA2653	ECA2595	ECA2595
181	ECA2599	ECA2601	ECA2601
181	ECA2600	ECA2601	ECA2601
181	ECA2601	ECA2601	ECA2601
182	ECA2602	ECA2602	ECA2602
182	ECA2654	ECA2602	ECA2602
183	ECA2607	ECA2607	ECA2607
184	ECA2611	ECA2660	ECA2660
184	ECA2660	ECA2660	ECA2660
185	ECA2612	ECA2612	ECA2612
185	ECA2658	ECA2612	ECA2612
186	ECA2615	ECA2615	ECA2615
187	ECA2641	ECA2641	ECA2641
187	ECA2642	ECA2641	ECA2641
187	ECA2644	ECA2641	ECA2641
188	ECA2648	ECA2648	ECA2648
189	ECA2656	ECA2656	ECA2656
190	ECA2659	ECA2659	ECA2659
191	ECA2861	ECA2861	ECA2861
191	ECA2874	ECA2861	ECA2861
191	ECA2913	ECA2861	ECA2861
191	ECA2914	ECA2861	ECA2861
191	ECA2919	ECA2861	ECA2861
191	ECA3042	ECA2861	ECA2861
192	ECA2862	ECA2862	ECA2862
193	ECA2871	ECA2872	ECA2872
193	ECA2872	ECA2872	ECA2872
194	ECA2881	ECA2882	ECA2882
194	ECA2882	ECA2882	ECA2882
195	ECA2884	ECA2885	ECA2885
195	ECA2885	ECA2885	ECA2885
195	ECA2886	ECA2885	ECA2885
195	ECA2887	ECA2885	ECA2885
195	ECA2896	ECA2885	ECA2885
195	ECA3050	ECA2885	ECA2885
195	ECA3051	ECA2885	ECA2885
195	ECA3067	ECA2885	ECA2885
195	ECA3550	ECA2885	ECA2885
195	ECA3551	ECA2885	ECA2885
196	ECA2888	ECA2888	ECA2888
197	ECA2895	ECA733	ECA733
197	ECA3532	ECA733	ECA733
197	ECA3607	ECA733	ECA733
197	ECA3608	ECA733	ECA733
197	ECA3609	ECA733	ECA733
197	ECA731	ECA733	ECA733
197	ECA733	ECA733	ECA733
198	ECA2897	ECA2897	ECA2897
198	ECA2915	ECA2897	ECA2897
199	ECA2928	ECA2945	ECA2945
199	ECA2945	ECA2945	ECA2945
200	ECA2929	ECA2929	ECA2929
201	ECA2932	ECA2988	ECA2988
201	ECA2933	ECA2988	ECA2988
201	ECA2987	ECA2988	ECA2988
201	ECA2988	ECA2988	ECA2988
201	ECA2991	ECA2988	ECA2988
201	ECA3002	ECA2988	ECA2988
202	ECA2941	ECA2941	ECA2941
203	ECA2942	ECA2942	ECA2942
204	ECA2943	ECA2947	ECA2947
204	ECA2947	ECA2947	ECA2947
205	ECA2944	ECA2944	ECA2944
206	ECA2946	ECA2946	ECA2946
207	ECA2948	ECA2948	ECA2948
207	ECA2969	ECA2948	ECA2948
208	ECA2949	ECA2949	ECA2949
209	ECA2950	ECA2950	ECA2950
210	ECA2951	ECA2951	ECA2951
211	ECA2952	ECA2952	ECA2952
212	ECA2956	ECA2956	ECA2956
212	ECA2957	ECA2956	ECA2956
212	ECA2958	ECA2956	ECA2956
212	ECA2966	ECA2956	ECA2956
213	ECA2960	ECA2960	ECA2960
214	ECA2963	ECA2963	ECA2963
215	ECA2967	ECA2970	ECA2970
215	ECA2970	ECA2970	ECA2970
215	ECA2971	ECA2970	ECA2970
215	ECA2972	ECA2970	ECA2970
215	ECA2973	ECA2970	ECA2970
215	ECA2978	ECA2970	ECA2970
215	ECA2979	ECA2970	ECA2970
216	ECA2968	ECA2968	ECA2968
216	ECA2996	ECA2968	ECA2968
217	ECA2974	ECA2974	ECA2974
218	ECA2982	ECA2982	ECA2982
219	ECA2992	ECA3005	ECA3005
219	ECA2995	ECA3005	ECA3005
219	ECA3005	ECA3005	ECA3005
220	ECA2993	ECA2993	ECA2993
220	ECA2994	ECA2993	ECA2993
220	ECA3008	ECA2993	ECA2993
221	ECA3006	ECA3006	ECA3006
222	ECA3009	ECA3075	ECA3075
222	ECA3075	ECA3075	ECA3075
223	ECA3011	ECA3011	ECA3011
224	ECA3012	ECA3012	ECA3012
225	ECA3025	ECA3025	ECA3025
226	ECA3027	ECA3027	ECA3027
227	ECA3032	ECA3034	ECA3034
227	ECA3033	ECA3034	ECA3034
227	ECA3034	ECA3034	ECA3034
227	ECA3044	ECA3034	ECA3034
228	ECA3035	ECA3035	ECA3035
229	ECA3038	ECA3038	ECA3038
230	ECA3040	ECA3116	ECA3116
230	ECA3116	ECA3116	ECA3116
230	ECA3118	ECA3116	ECA3116
230	ECA3119	ECA3116	ECA3116
230	ECA3121	ECA3116	ECA3116
230	ECA3122	ECA3116	ECA3116
230	ECA3199	ECA3116	ECA3116
230	ECA3252	ECA3116	ECA3116
230	ECA3511	ECA3116	ECA3116
230	ECA3513	ECA3116	ECA3116
230	ECA3514	ECA3116	ECA3116
230	ECA3517	ECA3116	ECA3116
230	ECA3519	ECA3116	ECA3116
230	ECA3556	ECA3116	ECA3116
230	ECA3561	ECA3116	ECA3116
230	ECA3562	ECA3116	ECA3116
230	ECA3635	ECA3116	ECA3116
231	ECA3047	ECA3047	ECA3047
232	ECA3048	ECA3516	ECA3516
232	ECA3058	ECA3516	ECA3516
232	ECA3516	ECA3516	ECA3516
232	ECA3546	ECA3516	ECA3516
232	ECA3660	ECA3516	ECA3516
232	ECA3663	ECA3516	ECA3516
232	ECA3664	ECA3516	ECA3516
232	ECA3665	ECA3516	ECA3516
233	ECA3049	ECA3049	ECA3049
234	ECA3057	ECA3057	ECA3057
235	ECA3072	ECA3072	ECA3072
236	ECA3077	ECA3077	ECA3077
237	ECA3088	ECA3088	ECA3088
238	ECA3117	ECA3117	ECA3117
239	ECA3157	ECA3157	ECA3157
240	ECA3205	ECA3205	ECA3205
240	ECA3687	ECA3205	ECA3205
241	ECA3212	ECA3222	ECA3222
241	ECA3222	ECA3222	ECA3222
242	ECA3256	ECA3256	ECA3256
243	ECA347	ECA347	ECA347
244	ECA348	ECA348	ECA348
244	ECA694	ECA348	ECA348
244	ECA695	ECA348	ECA348
245	ECA349	ECA349	ECA349
245	ECA350	ECA349	ECA349
246	ECA3493	ECA3493	ECA3493
247	ECA3494	ECA3494	ECA3494
247	ECA3495	ECA3494	ECA3494
248	ECA3496	ECA3496	ECA3496
249	ECA3497	ECA3497	ECA3497
250	ECA3518	ECA3518	ECA3518
250	ECA3530	ECA3518	ECA3518
250	ECA3531	ECA3518	ECA3518
251	ECA3523	ECA768	ECA768
251	ECA768	ECA768	ECA768
251	ECA772	ECA768	ECA768
252	ECA3524	ECA3524	ECA3524
252	ECA3526	ECA3524	ECA3524
253	ECA3534	ECA3535	ECA3535
253	ECA3535	ECA3535	ECA3535
253	ECA3537	ECA3535	ECA3535
254	ECA3538	ECA3538	ECA3538
255	ECA3558	ECA710	ECA710
255	ECA710	ECA710	ECA710
256	ECA36	ECA36	ECA36
257	ECA3601	ECA3601	ECA3601
258	ECA3602	ECA3605	ECA3605
258	ECA3605	ECA3605	ECA3605
259	ECA3606	ECA3606	ECA3606
260	ECA3634	ECA3634	ECA3634
261	ECA3644	ECA3645	ECA3645
261	ECA3645	ECA3645	ECA3645
261	ECA3658	ECA3645	ECA3645
262	ECA3647	ECA3668	ECA3668
262	ECA3668	ECA3668	ECA3668
263	ECA3654	ECA3654	ECA3654
264	ECA3656	ECA3656	ECA3656
265	ECA3671	ECA3671	ECA3671
266	ECA3672	ECA3672	ECA3672
267	ECA3673	ECA3673	ECA3673
268	ECA3676	ECA778	ECA778
268	ECA707	ECA778	ECA778
268	ECA708	ECA778	ECA778
268	ECA709	ECA778	ECA778
268	ECA721	ECA778	ECA778
268	ECA756	ECA778	ECA778
268	ECA757	ECA778	ECA778
268	ECA763	ECA778	ECA778
268	ECA764	ECA778	ECA778
268	ECA765	ECA778	ECA778
268	ECA766	ECA778	ECA778
268	ECA767	ECA778	ECA778
268	ECA778	ECA778	ECA778
268	ECA781	ECA778	ECA778
268	ECA810	ECA778	ECA778
268	ECA811	ECA778	ECA778
269	ECA3678	ECA3678	ECA3678
270	ECA3688	ECA3688	ECA3688
271	ECA369	ECA369	ECA369
272	ECA3690	WN2086	WN2086
272	WN2022	WN2086	WN2086
272	WN2023	WN2086	WN2086
272	WN2027	WN2086	WN2086
272	WN2077	WN2086	WN2086
272	WN2086	WN2086	WN2086
272	WN2103	WN2086	WN2086
272	WN2104	WN2086	WN2086
272	WN2110	WN2086	WN2086
272	WN2114	WN2086	WN2086
272	WN2118	WN2086	WN2086
272	WN2124	WN2086	WN2086
272	WN2125	WN2086	WN2086
272	WN2126	WN2086	WN2086
272	WN2131	WN2086	WN2086
272	WN2142	WN2086	WN2086
272	WN2143	WN2086	WN2086
272	WN2144	WN2086	WN2086
272	WN2145	WN2086	WN2086
272	WN2146	WN2086	WN2086
272	WN2147	WN2086	WN2086
272	WN2155	WN2086	WN2086
272	WN2178	WN2086	WN2086
272	WN2186	WN2086	WN2086
272	WN2187	WN2086	WN2086
272	WN2239	WN2086	WN2086
273	ECA3691	WN2117	WN2117
273	WN2105	WN2117	WN2117
273	WN2111	WN2117	WN2117
273	WN2112	WN2117	WN2117
273	WN2113	WN2117	WN2117
273	WN2115	WN2117	WN2117
273	WN2116	WN2117	WN2117
273	WN2117	WN2117	WN2117
273	WN2138	WN2117	WN2117
273	WN2150	WN2117	WN2117
274	ECA3698	ECA3698	ECA3698
275	ECA3699	ECA3699	ECA3699
275	ECA3700	ECA3699	ECA3699
276	ECA372	ECA372	ECA372
277	ECA396	ECA396	ECA396
277	ECA397	ECA396	ECA396
277	ECA398	ECA396	ECA396
277	ECA399	ECA396	ECA396
278	ECA551	JU311	JU311
278	JU311	JU311	JU311
278	JU312	JU311	JU311
278	JU315	JU311	JU311
278	MY2481	JU311	JU311
279	ECA552	MY2573	MY2573
279	JU1247	MY2573	MY2573
279	MY2142	MY2573	MY2573
279	MY2144	MY2573	MY2573
279	MY2198	MY2573	MY2573
279	MY2208	MY2573	MY2573
279	MY2224	MY2573	MY2573
279	MY2239	MY2573	MY2573
279	MY2282	MY2573	MY2573
279	MY2294	MY2573	MY2573
279	MY2338	MY2573	MY2573
279	MY2434	MY2573	MY2573
279	MY2443	MY2573	MY2573
279	MY2491	MY2573	MY2573
279	MY2573	MY2573	MY2573
279	MY559	MY2573	MY2573
279	MY579	MY2573	MY2573
279	MY710	MY2573	MY2573
279	MY804	MY2573	MY2573
279	MY934	MY2573	MY2573
279	NIC1604	MY2573	MY2573
279	NIC1699	MY2573	MY2573
279	NIC2125	MY2573	MY2573
280	ECA571	ED3073	ED3073
280	ECA572	ED3073	ED3073
280	ED3073	ED3073	ED3073
281	ECA589	JU1395	JU1395
281	JU1395	JU1395	JU1395
282	ECA592	ECA592	ECA592
283	ECA593	ECA593	ECA593
284	ECA594	ECA594	ECA594
285	ECA615	JU1581	JU1581
285	JU1513	JU1581	JU1581
285	JU1516	JU1581	JU1581
285	JU1581	JU1581	JU1581
285	JU1807	JU1581	JU1581
285	JU1941	JU1581	JU1581
286	ECA616	JU1530	JU1530
286	JU1530	JU1530	JU1530
287	ECA640	ECA640	ECA640
288	ECA701	ECA701	ECA701
288	ECA702	ECA701	ECA701
289	ECA703	ECA703	ECA703
290	ECA705	ECA705	ECA705
290	ECA822	ECA705	ECA705
291	ECA706	ECA706	ECA706
292	ECA711	ECA712	ECA712
292	ECA712	ECA712	ECA712
292	ECA713	ECA712	ECA712
292	ECA714	ECA712	ECA712
292	ECA715	ECA712	ECA712
293	ECA716	ECA807	ECA807
293	ECA717	ECA807	ECA807
293	ECA718	ECA807	ECA807
293	ECA720	ECA807	ECA807
293	ECA770	ECA807	ECA807
293	ECA807	ECA807	ECA807
294	ECA722	ECA722	ECA722
295	ECA723	ECA723	ECA723
295	ECA728	ECA723	ECA723
295	ECA729	ECA723	ECA723
296	ECA730	ECA730	ECA730
297	ECA732	ECA732	ECA732
298	ECA734	ECA738	ECA738
298	ECA735	ECA738	ECA738
298	ECA736	ECA738	ECA738
298	ECA737	ECA738	ECA738
298	ECA738	ECA738	ECA738
299	ECA740	ECA740	ECA740
300	ECA742	ECA742	ECA742
301	ECA743	ECA743	ECA743
302	ECA745	ECA745	ECA745
302	ECA747	ECA745	ECA745
303	ECA746	ECA746	ECA746
304	ECA777	ECA777	ECA777
305	ECA922	ECA923	ECA923
305	ECA923	ECA923	ECA923
305	ECA924	ECA923	ECA923
305	ECA925	ECA923	ECA923
305	ECA927	ECA923	ECA923
306	ECA926	ECA928	ECA928
306	ECA928	ECA928	ECA928
307	ECA930	ECA930	ECA930
308	ED3005	ED3005	ED3005
308	SSD24	ED3005	ED3005
308	SSD25	ED3005	ED3005
308	SSD26	ED3005	ED3005
308	SSD27	ED3005	ED3005
308	SSD28	ED3005	ED3005
308	SSD29	ED3005	ED3005
308	SSD30	ED3005	ED3005
308	SSD31	ED3005	ED3005
308	SSD32	ED3005	ED3005
308	SSD33	ED3005	ED3005
308	SSD34	ED3005	ED3005
308	SSD35	ED3005	ED3005
308	SSD36	ED3005	ED3005
308	SSD37	ED3005	ED3005
308	SSD38	ED3005	ED3005
308	SSD39	ED3005	ED3005
309	ED3011	ED3011	ED3011
310	ED3012	ED3012	ED3012
311	ED3017	ED3017	ED3017
312	ED3040	ED3040	ED3040
313	ED3046	ED3046	ED3046
314	ED3048	ED3048	ED3048
315	ED3049	ED3049	ED3049
316	ED3052	ED3052	ED3052
317	ED3077	ED3077	ED3077
318	EG4347	EG4347	EG4347
319	EG4349	EG4349	EG4349
320	EG4724	EG4724	EG4724
321	EG4725	EG4725	EG4725
322	EG4946	EG4946	EG4946
323	GXW1	GXW1	GXW1
324	HPT48	HPT48	HPT48
325	JR4305	JR4305	JR4305
325	LUA60	JR4305	JR4305
326	JT11398	JT11398	JT11398
327	JU1088	JU1088	JU1088
328	JU1172	JU1172	JU1172
329	JU1200	JU1200	JU1200
329	JU2860	JU1200	JU1200
330	JU1212	JU1212	JU1212
331	JU1213	JU1213	JU1213
331	JU1656	JU1213	JU1213
331	JU1762	JU1213	JU1213
331	JU1770	JU1213	JU1213
332	JU1242	JU1242	JU1242
333	JU1246	JU1246	JU1246
334	JU1248	JU1249	JU1249
334	JU1249	JU1249	JU1249
334	JU1252	JU1249	JU1249
334	JU1255	JU1249	JU1249
335	JU1256	JU1256	JU1256
336	JU1400	JU1400	JU1400
337	JU1409	JU1409	JU1409
338	JU1440	JU1440	JU1440
338	JU3133	JU1440	JU1440
339	JU1491	JU1491	JU1491
340	JU1511	JU792	JU792
340	JU2460	JU792	JU792
340	JU2527	JU792	JU792
340	JU3142	JU792	JU792
340	JU792	JU792	JU792
341	JU1543	JU1543	JU1543
342	JU1568	JU1568	JU1568
343	JU1580	JU1793	JU1793
343	JU1793	JU1793	JU1793
343	JU1920	JU1793	JU1793
343	JU1922	JU1793	JU1793
343	JU1927	JU1793	JU1793
343	JU1929	JU1793	JU1793
343	JU1931	JU1793	JU1793
343	JU1932	JU1793	JU1793
343	JU2104	JU1793	JU1793
343	JU2139	JU1793	JU1793
343	JU2193	JU1793	JU1793
343	JU2604	JU1793	JU1793
343	JU2605	JU1793	JU1793
343	JU3271	JU1793	JU1793
343	JU3398	JU1793	JU1793
343	JU3399	JU1793	JU1793
343	JU3400	JU1793	JU1793
343	JU3401	JU1793	JU1793
343	JU3402	JU1793	JU1793
343	JU3403	JU1793	JU1793
343	JU3785	JU1793	JU1793
343	JU3786	JU1793	JU1793
343	JU4133	JU1793	JU1793
343	JU4174	JU1793	JU1793
343	JU4175	JU1793	JU1793
343	JU4176	JU1793	JU1793
343	JU4177	JU1793	JU1793
343	JU4178	JU1793	JU1793
343	JU4179	JU1793	JU1793
343	JU4180	JU1793	JU1793
343	JU4181	JU1793	JU1793
343	JU4182	JU1793	JU1793
343	JU4183	JU1793	JU1793
343	JU4184	JU1793	JU1793
343	JU4185	JU1793	JU1793
343	JU4186	JU1793	JU1793
343	JU4187	JU1793	JU1793
343	JU4188	JU1793	JU1793
343	JU4189	JU1793	JU1793
343	JU4190	JU1793	JU1793
343	JU4191	JU1793	JU1793
343	JU4192	JU1793	JU1793
343	JU4193	JU1793	JU1793
343	JU4194	JU1793	JU1793
343	JU4195	JU1793	JU1793
343	JU4196	JU1793	JU1793
343	JU4197	JU1793	JU1793
343	JU4198	JU1793	JU1793
343	JU4199	JU1793	JU1793
343	JU4200	JU1793	JU1793
343	JU4201	JU1793	JU1793
343	JU4202	JU1793	JU1793
343	JU4203	JU1793	JU1793
343	JU4204	JU1793	JU1793
343	JU4205	JU1793	JU1793
343	JU4208	JU1793	JU1793
343	JU4210	JU1793	JU1793
343	JU4285	JU1793	JU1793
344	JU1586	JU1586	JU1586
345	JU1652	JU1652	JU1652
346	JU1666	JU1666	JU1666
346	JU3139	JU1666	JU1666
347	JU1792	JU1792	JU1792
348	JU1808	JU1808	JU1808
349	JU1896	JU1896	JU1896
350	JU1924	JU2600	JU2600
350	JU1925	JU2600	JU2600
350	JU1926	JU2600	JU2600
350	JU2151	JU2600	JU2600
350	JU2600	JU2600	JU2600
350	JU2803	JU2600	JU2600
350	JU3138	JU2600	JU2600
350	JU3781	JU2600	JU2600
350	JU3782	JU2600	JU2600
350	JU3783	JU2600	JU2600
350	JU3787	JU2600	JU2600
350	JU3788	JU2600	JU2600
350	JU3789	JU2600	JU2600
350	JU3790	JU2600	JU2600
350	JU3791	JU2600	JU2600
350	JU3792	JU2600	JU2600
350	JU3793	JU2600	JU2600
350	JU3794	JU2600	JU2600
350	JU4132	JU2600	JU2600
350	JU4134	JU2600	JU2600
350	JU4135	JU2600	JU2600
350	JU4136	JU2600	JU2600
350	JU4137	JU2600	JU2600
350	JU4138	JU2600	JU2600
350	JU4139	JU2600	JU2600
350	JU4140	JU2600	JU2600
350	JU4141	JU2600	JU2600
350	JU4142	JU2600	JU2600
350	JU4143	JU2600	JU2600
350	JU4144	JU2600	JU2600
350	JU4146	JU2600	JU2600
350	JU4147	JU2600	JU2600
350	JU4148	JU2600	JU2600
350	JU4149	JU2600	JU2600
350	JU4150	JU2600	JU2600
350	JU4151	JU2600	JU2600
350	JU4152	JU2600	JU2600
350	JU4154	JU2600	JU2600
350	JU4155	JU2600	JU2600
350	JU4156	JU2600	JU2600
350	JU4159	JU2600	JU2600
350	JU4160	JU2600	JU2600
350	JU4162	JU2600	JU2600
350	JU4163	JU2600	JU2600
350	JU4165	JU2600	JU2600
350	JU4166	JU2600	JU2600
350	JU4167	JU2600	JU2600
350	JU4168	JU2600	JU2600
350	JU4206	JU2600	JU2600
350	JU4207	JU2600	JU2600
350	JU4211	JU2600	JU2600
350	JU4212	JU2600	JU2600
350	JU4213	JU2600	JU2600
350	JU4214	JU2600	JU2600
350	JU4215	JU2600	JU2600
350	JU4216	JU2600	JU2600
350	JU4217	JU2600	JU2600
350	JU4218	JU2600	JU2600
350	JU4219	JU2600	JU2600
350	JU4220	JU2600	JU2600
350	JU4221	JU2600	JU2600
350	JU4222	JU2600	JU2600
350	JU4223	JU2600	JU2600
350	JU4224	JU2600	JU2600
350	JU4225	JU2600	JU2600
350	JU4226	JU2600	JU2600
350	JU4227	JU2600	JU2600
350	JU4228	JU2600	JU2600
350	JU4229	JU2600	JU2600
350	JU4230	JU2600	JU2600
350	JU4231	JU2600	JU2600
350	JU4232	JU2600	JU2600
350	JU4233	JU2600	JU2600
350	JU4234	JU2600	JU2600
350	JU4235	JU2600	JU2600
350	JU4236	JU2600	JU2600
350	JU4237	JU2600	JU2600
350	JU4238	JU2600	JU2600
350	JU4239	JU2600	JU2600
350	JU4240	JU2600	JU2600
350	JU4241	JU2600	JU2600
350	JU4242	JU2600	JU2600
350	JU4357	JU2600	JU2600
350	JU4358	JU2600	JU2600
350	JU4359	JU2600	JU2600
350	JU4360	JU2600	JU2600
350	JU4361	JU2600	JU2600
350	JU4362	JU2600	JU2600
350	JU4363	JU2600	JU2600
350	JU4364	JU2600	JU2600
350	JU4365	JU2600	JU2600
350	JU4366	JU2600	JU2600
350	JU4368	JU2600	JU2600
350	JU4371	JU2600	JU2600
350	JU4372	JU2600	JU2600
350	JU4373	JU2600	JU2600
350	JU4374	JU2600	JU2600
350	JU4375	JU2600	JU2600
350	LUA1	JU2600	JU2600
351	JU1934	JU1934	JU1934
352	JU2001	JU2001	JU2001
353	JU2007	JU2007	JU2007
354	JU2016	JU2016	JU2016
355	JU2017	JU2017	JU2017
356	JU2106	JU2106	JU2106
357	JU2131	JU2131	JU2131
358	JU2141	JU2141	JU2141
359	JU2234	JU2234	JU2234
360	JU2250	JU2250	JU2250
361	JU2257	JU2257	JU2257
361	JU2287	JU2257	JU2257
362	JU2316	JU2316	JU2316
363	JU2464	JU2464	JU2464
363	JU2467	JU2464	JU2464
363	JU2468	JU2464	JU2464
364	JU2466	JU2466	JU2466
365	JU2478	JU2478	JU2478
366	JU2513	JU2513	JU2513
367	JU2519	JU2519	JU2519
368	JU2522	JU2522	JU2522
369	JU2526	JU2526	JU2526
370	JU2534	JU2534	JU2534
371	JU2565	JU2565	JU2565
372	JU2566	JU2566	JU2566
373	JU2570	JU2570	JU2570
374	JU2572	JU2572	JU2572
375	JU2575	JU2575	JU2575
376	JU2576	JU2576	JU2576
377	JU2578	JU2578	JU2578
378	JU258	JU258	JU258
379	JU2581	JU2581	JU2581
380	JU2586	JU2586	JU2586
381	JU2587	JU2587	JU2587
382	JU2592	JU2592	JU2592
383	JU2593	JU2593	JU2593
384	JU2610	JU2610	JU2610
385	JU2619	JU2619	JU2619
386	JU262	JU310	JU310
386	JU263	JU310	JU310
386	JU310	JU310	JU310
387	JU2771	JU2771	JU2771
388	JU2800	JU2800	JU2800
388	JU2802	JU2800	JU2800
389	JU2811	JU2811	JU2811
390	JU2825	JU2825	JU2825
391	JU2828	JU2829	JU2829
391	JU2829	JU2829	JU2829
391	JU2830	JU2829	JU2829
392	JU2838	JU2838	JU2838
393	JU2841	JU2841	JU2841
394	JU2853	JU2853	JU2853
395	JU2862	JU2862	JU2862
396	JU2866	JU2866	JU2866
